,Content
8030,"Great airport, although quite small with only 8 gates. Only one food option past security, where I got a simple yogurt parfait. No lounges whatsoever."
8032,"This airpot is amazing for arrivals, but for the number of flights they have departing in the morning it just does not have the capacity to handle it properly. Not enough checkin kiosks, not enough TSA lanes, not enough gates, not enough seating areas and a tiny overcrowded concessions store. It is super convenient if you are visiting Westchester. If not for the amazing arrivals experience, I would have given 3 stars based on departure experience."
8033,Baggage claim was very fast and a very quick trip from the gate. Bathrooms were clean and updated. One small complaint is all landside food options were closed at arrival time.
8034,"The best thing about HPN is the easy drive to the airport, especially if someone can drop you off. Check-in is easy, whether you are doing it online or at the kiosk. Security lines are short and fast. The bathrooms are clean, both on the land and airside. There are escalators to the upper levels on landside. Food options on landside are decent with both stands and a full-service bar upstairs however their hours are limited especially if you have an early departure or late arrival. There is a snack shop with good options on airside."
8035,"Getting to the airport/parking: Getting to the airport is quite easy however parking is quite pricey. Check-in: We arrived before the desks opened however, the kiosks were working and we all checked in fine Security: We got there before TSA so had to wait for them to open. However, we were first on line and it took us less than 5 minutes to get through. Facilities: We got to the airport before most of the building was open. The seating in the waiting area and the departure area is a bit worn out but still quite comfortable. Bathrooms throughout the terminal are clean and updated. Wifi: Not offered Food/Retail: For an airport with many early flights, it was surprising they did not open the market on airside until 5 am. The prices however were fairly reasonable and they offered a wide variety. Take note that the restaurant and bar at the airport are not airside. Once you're through security, you'll only have access to the market."
8036,"Parking is expensive, terminal is crowded and small, baggage claim is cramped. But it beats driving all the way to NYC."
8037,HPN was very crowded as always. Very small and only a small food mart post security. TSA was easy and fast. Parking is $30 a day in the garage!
8038,"HPN is a nice airport but is extremely small that does not have many food and beverage options and has a very cramped departure lounge. The location is excellent and the staff is friendly, but it is very cramped especially on a busy day!"
8043,"This is a small airport which I like and has non stop service to Puerto Rico, Which save me a lot of headaches of I would flight out of New York City or Newark airport, hate those airports always crowded and reaaaalllyyy expensive"
8044,"Very easy airport to get around if you're traveling to the Hartford area, or anywhere else in the northeast."
8046,The Escape Lounge in Terminal A was at capacity when I arrived. I had to wait 20 minutes before I was admitted.
8047,To be honest this airport is the perfect medium airport with lots of non stop service and ease of access. On top of that the terminal is very nice and overall it is a great place.
8048,Free wifi is nice and check in is fast. Security is a little slow and food got me sick on my JetBlue flight down to DCA. Bags were quick and bathrooms are nice. getting to the airport was easy by car.
8049,"You have to take GFK for what it is, small. You aren't going to have the luxuries of the major hubs. What it offers is a fast check in, fast security, and a comfortable terminal with wifi."
8050,"Bradley's amenities are ample with a great selection. Several food vendors are McDonalds, Dunkin Donuts, and a take out place. I think there is also a resturaunt past security. All the services are post security. One curious thing about BDL is that the TSA luggage scanners are in the check in area and not underground or behind the counters."
8051,Very nice airport! I loved the rocking chairs in the waiting hall
8052,Free WiFi!
